1573105283,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175358
1573105283,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205451
1573105283,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185134
1573105309,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100164
1573105309,0,pessimistic,3243960,1 day 5 hours,104610,1 day 10 hours,122097
1573105309,0,best_guess,3243960,1 day 5 hours,104610,1 day 5 hours,105912
1573105313,1,optimistic,5559439,2 days 3 hours,183082,2 days 1 hour,175357
1573105313,1,pessimistic,5559439,2 days 3 hours,183082,2 days 9 hours,205427
1573105313,1,best_guess,5559439,2 days 3 hours,183082,2 days 3 hours,185149
1573105339,0,optimistic,3243960,1 day 5 hours,104610,1 day 4 hours,100150
